id,folder,display_name,description,type,units,domain,labels,calculation,commonly_used,forms
rdi4pns,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,Apnea-Hypopnea Index (Non-Supine): (Apneas with >= 4% oxygen desaturation and with or without arousal + hypopneas with > 30% flow reduction and >= 4% oxygen desaturation and with or without arousal) / hour of sleep in non-supine position from type I polysomnography,Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,ahi_po_ap4uhp3x4u_f1t1,60 * ( hrop4 + hnrop4 + carop4 + canop4 + oarop4 + oanop4 ) / ( remepop + nremepop ),,
rdi4ps,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,Apnea-Hypopnea Index (Supine): (Apneas with >= 4% oxygen desaturation and with or without arousal + hypopneas with > 30% flow reduction and >= 4% oxygen desaturation and with or without arousal) / hour of sleep in supine position from type I polysomnography,Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,ahi_pb_ap4uhp3x4u_f1t1,60 * ( hrembp4 + hnrbp4 + carbp4 + canbp4 + oarbp4 + oanbp4 ) / ( remepbp + nremepbp ),,
rdi5p,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,Apnea-Hypopnea Index: (Apneas with >= 5% oxygen desaturation and with or without arousal+ hypopneas with > 30% flow reduction and >= 5% oxygen desaturation and with or without arousal) / hour of sleep from type I polysomnography,Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,ahi_ap5uhp3x5u_f1t1,60 * ( hrembp5 + hrop5 + hnrbp5 + hnrop5 + carbp5 + carop5 + canbp5 + canop5 + oarbp5 + oarop5 + oanbp5 + oanop5 ) / slpprdp,,
rdi5pa,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,Apnea-Hypopnea Index: (Apneas with >= 5% oxygen desaturation or with arousal+ hypopneas with > 30% flow reduction and >= 5% oxygen desaturation or with arousal) / hour of sleep from type I polysomnography,Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,ahi_ap5rhp3x5r_f1t1,60 * ( hremba5 + hroa5 + hnrba5 + hnroa5 + carba5 + caroa5 + canba5 + canoa5 + oarba5 + oaroa5 + oanba5 + oanoa5 ) / slpprdp,,
rdi5pns,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,Apnea-Hypopnea Index (Non-Supine): (Apneaswith >= 5% oxygen desaturation and with or without arousal + hypopneas with > 30% flow reduction and >= 5% oxygen desaturation and with or without arousal) / hour of sleep in non-supine position from type I polysomnography,Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,ahi_po_ap5uhp3x5u_f1t1,60 * ( hrop5 + hnrop5 + carop5 + canop5 + oarop5 + oanop5 ) / ( remepop + nremepop ),,
rdi5ps,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,Apnea-Hypopnea Index (Supine): (Apneas with >= 5% oxygen desaturation and with or without arousal + hypopneas with > 30% flow reduction and >= 5% oxygen desaturation and with or without arousal) / hour of sleep in supine position from type I polysomnography,Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,ahi_pb_ap5uhp3x5u_f1t1,60 * ( hrembp5 + hnrbp5 + carbp5 + canbp5 + oarbp5 + oanbp5 ) / ( remepbp + nremepbp ),,
rdinba,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Hypopnea Index (NREM, Supine) : (Hypopneas with > 30% flow reduction and with no oxygen desaturation threshold used only with arousal) / hour of NREM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,hi_snpb_hp3x0o_f1t1,,,
rdinba2,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Hypopnea Index (NREM, Supine) : (Hypopneas with > 30% flow reduction and with >= 2% oxygen desaturation or with arousal) / hour of NREM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,hi_snpb_hp3x2r_f1t1,,,
rdinba3,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Hypopnea Index (NREM, Supine) : (Hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation or with arousal) / hour of NREM sleep in supine position from type I polysomnography","Calculated - Summary metric of sleep disordered breathing events. The definition for hypopneas is consistent with the following clinical guidelines: (1) American Academy of Sleep Medicine (AASM) 2007 Manual (2012 update) (recommended). [Berry RB et al. 2012 (PubMed ID:23066376)] (https://www.ncbi.nlm.nih.gov/pubmed/23066376), and (2) American Academy of Sleep Medicine (AASM) 2015 (recommended) [Berry RB et al. The AASM Manual for the Scoring of Sleep and Associated Events: Rules, Terminology and Technical Specifications, Version 2.2. American Academy of Sleep Medicine, Darien, IL, 2015.] <br><br> [Search for all AHI variables consistent with the same clinical guidelines within this dataset]( https://sleepdata.org/datasets/cfs/variables?search=aasm15_recommended)",numeric,events per hour,,hi_snpb_hp3x3r_f1t1;aasm15_recommended,,,
rdinba4,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Hypopnea Index (NREM, Supine) : (Hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation or with arousal) / hour of NREM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,hi_snpb_hp3x4r_f1t1,,,
rdinba5,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Hypopnea Index (NREM, Supine) : (Hypopneas with > 30% flow reduction and with >= 5% oxygen desaturation or with arousal) / hour of NREM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,hi_snpb_hp3x5r_f1t1,,,
rdinbp,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Hypopnea Index (NREM, Supine) : (Hypopneas with > 30% flow reduction and with no oxygen desaturation threshold used and with or without arousal) / hour of NREM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,hi_snpb_hp3x0u_f1t1,,,
rdinbp2,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Hypopnea Index (NREM, Supine) : (Hypopneas with > 30% flow reduction and with >= 2% oxygen desaturation and with or without arousal) / hour of NREM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,hi_snpb_hp3x2u_f1t1,,,
rdinbp3,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Hypopnea Index (NREM, Supine) : (Hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation and with or without arousal) / hour of NREM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,hi_snpb_hp3x3u_f1t1,,,
rdinbp4,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Hypopnea Index (NREM, Supine) : (Hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation and with or without arousal) / hour of NREM sleep in supine position from type I polysomnography","Calculated - Summary metric of sleep disordered breathing events. The definition of hypopnea events is consistent with the following clinical guidelines: (1) AASM 2012 update (alternative) [Berry RB et al. 2012 (PubMed ID:23066376)] (https://www.ncbi.nlm.nih.gov/pubmed/23066376), and (2) AASM 2015 (acceptable) [Berry RB et al. The AASM Manual for the Scoring of Sleep and Associated Events: Rules, Terminology and Technical Specifications, Version 2.2. American Academy of Sleep Medicine, Darien, IL, 2015.]. <br><br>[Search for all AHI variables consistent with the same clinical guidelines within this dataset](https://sleepdata.org/datasets/cfs/variables?search=aasm15_acceptable)",numeric,events per hour,,hi_snpb_hp3x4u_f1t1;aasm15_acceptable,,,
rdinbp5,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Hypopnea Index (NREM, Supine) : (Hypopneas with > 30% flow reduction and with >= 5% oxygen desaturation and with or without arousal) / hour of NREM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,hi_snpb_hp3x5u_f1t1,,,
rdinoa,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Hypopnea Index (NREM, Non-Supine) : (Hypopneas with > 30% flow reduction and with no oxygen desaturation threshold used only with arousal) / hour of NREM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,hi_snpo_hp3x0o_f1t1,,,
rdinoa2,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Hypopnea Index (NREM, Non-Supine) : (Hypopneas with > 30% flow reduction and with >= 2% oxygen desaturation or with arousal) / hour of NREM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,hi_snpo_hp3x2r_f1t1,,,
rdinoa3,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Hypopnea Index (NREM, Non-Supine) : (Hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation or with arousal) / hour of NREM sleep in non-supine position from type I polysomnography","Calculated - Summary metric of sleep disordered breathing events. The definition for hypopneas is consistent with the following clinical guidelines: (1) American Academy of Sleep Medicine (AASM) 2007 Manual (2012 update) (recommended). [Berry RB et al. 2012 (PubMed ID:23066376)] (https://www.ncbi.nlm.nih.gov/pubmed/23066376), and (2) American Academy of Sleep Medicine (AASM) 2015 (recommended) [Berry RB et al. The AASM Manual for the Scoring of Sleep and Associated Events: Rules, Terminology and Technical Specifications, Version 2.2. American Academy of Sleep Medicine, Darien, IL, 2015.] <br><br> [Search for all AHI variables consistent with the same clinical guidelines within this dataset]( https://sleepdata.org/datasets/cfs/variables?search=aasm15_recommended)",numeric,events per hour,,hi_snpo_hp3x3r_f1t1;aasm15_recommended,,,
rdinoa4,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Hypopnea Index (NREM, Non-Supine) : (Hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation or with arousal) / hour of NREM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,hi_snpo_hp3x4r_f1t1,,,
rdinoa5,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Hypopnea Index (NREM, Non-Supine) : (Hypopneas with > 30% flow reduction and with >= 5% oxygen desaturation or with arousal) / hour of NREM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,hi_snpo_hp3x5r_f1t1,,,
rdinop,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Hypopnea Index (NREM, Non-Supine) : (Hypopneas with > 30% flow reduction and with no oxygen desaturation threshold used and with or without arousal) / hour of NREM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,hi_snpo_hp3x0u_f1t1,,,
rdinop2,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Hypopnea Index (NREM, Non-Supine) : (Hypopneas with > 30% flow reduction and with >= 2% oxygen desaturation and with or without arousal) / hour of NREM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,hi_snpo_hp3x2u_f1t1,,,
rdinop3,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Hypopnea Index (NREM, Non-Supine) : (Hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation and with or without arousal) / hour of NREM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,hi_snpo_hp3x3u_f1t1,,,
rdinop4,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Hypopnea Index (NREM, Non-Supine) : (Hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation and with or without arousal) / hour of NREM sleep in non-supine position from type I polysomnography","Calculated - Summary metric of sleep disordered breathing events. The definition of hypopnea events is consistent with the following clinical guidelines: (1)  AASM 2012 update (recommended) [Berry RB et al. 2012 (PubMed ID:23066376)] (https://www.ncbi.nlm.nih.gov/pubmed/23066376), and (2) AASM 2015 (acceptable) [Berry RB et al. The AASM Manual for the Scoring of Sleep and Associated Events: Rules, Terminology and Technical Specifications, Version 2.2. American Academy of Sleep Medicine, Darien, IL, 2015.] <br><br> [Search for all AHI variables consistent with the same clinical guidelines within this dataset](https://sleepdata.org/datasets/cfs/variables?search=aasm15_acceptable)",numeric,events per hour,,hi_snpo_hp3x4u_f1t1;aasm15_acceptable,,,
rdinop5,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Hypopnea Index (NREM, Non-Supine) : (Hypopneas with > 30% flow reduction and with >= 5% oxygen desaturation and with or without arousal) / hour of NREM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,hi_snpo_hp3x5u_f1t1,,,
rdinr0p,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,Apnea-Hypopnea Index (NREM): (Apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and with no oxygen desaturation used and with or without arousal) / hour of NREM sleep from type I polysomnography,Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,ahi_sn_ap0uhp3x0u_f1t1,60 * ( hnrbp + hnrop + canbp + canop + oanbp + oanop ) / ( slpprdp - minremp ),,
rdinr2p,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,Apnea-Hypopnea Index (NREM): (Apneas with >= 2% oxygen desaturation and with or without arousal+ hypopneas with > 30% flow reduction and >= 2% oxygen desaturation and with or without arousal) / hour of NREM sleep from type I polysomnography,Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,ahi_sn_ap2uhp3x2u_f1t1,60 * ( hnrbp2 + hnrop2 + canbp2 + canop2 + oanbp2 + oanop2 ) / ( slpprdp - minremp ),,
rdinr4p,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,Apnea-Hypopnea Index (NREM): (Apneas with >= 4% oxygen desaturation and with or without arousal+ hypopneas with > 30% flow reduction and >= 4% oxygen desaturation and with or without arousal) / hour of NREM sleep from type I polysomnography,Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,ahi_sn_ap4uhp3x4u_f1t1,60 * ( hnrbp4 + hnrop4 + canbp4 + canop4 + oanbp4 + oanop4 ) / ( slpprdp - minremp ),,
